Distance_m;Rayleigh_Peak_Amplitude;Brillouin_Peak_Amplitude;Rayleigh_Peak_Bin;Brillouin_Peak_Bin
1903.70;0.150030;0.176514;105.0;201.000000
1903.80;0.148560;0.176990;105.0;200.000000
1903.90;0.146891;0.177324;105.0;200.000000
1904.00;0.145119;0.177683;105.0;200.000000
1904.10;0.143188;0.177966;105.0;201.000000
1904.20;0.141444;0.178202;105.0;201.000000
1904.30;0.139986;0.178440;105.0;201.000000
1904.40;0.139158;0.178424;104.0;200.000000
1904.50;0.139016;0.178252;104.0;200.000000
1904.60;0.139797;0.177945;104.0;200.000000
1904.70;0.141307;0.177142;104.0;201.000000
1904.80;0.143310;0.175919;104.0;201.000000
1904.90;0.145734;0.174315;104.0;201.000000
1905.00;0.148396;0.173047;104.0;200.000000
1905.10;0.150978;0.172470;105.0;200.000000
1905.20;0.153187;0.172697;104.0;200.000000
1905.30;0.154590;0.173702;104.0;200.000000
1905.40;0.154889;0.175045;104.0;200.000000
1905.50;0.154424;0.176175;105.0;200.000000
1905.60;0.153211;0.177017;105.0;201.000000
1905.70;0.151662;0.177581;105.0;202.000000
1905.80;0.149607;0.177969;105.0;202.000000
1905.90;0.147178;0.177712;105.0;202.000000
1906.00;0.144724;0.177234;105.0;201.000000
1906.10;0.142576;0.177028;105.0;201.000000
1906.20;0.141157;0.177346;105.0;201.000000
1906.30;0.139946;0.177656;105.0;201.000000
1906.40;0.138927;0.177732;105.0;201.000000
1906.50;0.138435;0.177409;105.0;202.000000
1906.60;0.138479;0.176667;105.0;202.000000
1906.70;0.139041;0.175834;105.0;202.000000
1906.80;0.139940;0.175348;104.0;201.000000
1906.90;0.141048;0.174919;104.0;202.000000
1907.00;0.142364;0.174409;104.0;201.000000
1907.10;0.144035;0.174201;104.0;201.000000
1907.20;0.145660;0.174184;104.0;201.000000
1907.30;0.147109;0.174069;104.0;200.000000
1907.40;0.148880;0.173974;104.0;200.000000
1907.50;0.150857;0.174028;104.0;200.000000
1907.60;0.152681;0.173981;104.0;200.000000
1907.70;0.153965;0.173891;104.0;200.000000
1907.80;0.154419;0.173957;104.0;200.000000
1907.90;0.153924;0.174171;104.0;200.000000
1908.00;0.152918;0.174588;104.0;200.000000
1908.10;0.151369;0.174958;104.0;200.000000
1908.20;0.149408;0.175093;104.0;200.000000
1908.30;0.147535;0.175098;104.0;200.000000
1908.40;0.145707;0.175014;104.0;200.000000
1908.50;0.143972;0.174872;104.0;200.000000
1908.60;0.142533;0.174842;104.0;200.000000
1908.70;0.141588;0.174949;104.0;200.000000
1908.80;0.140946;0.175277;104.0;200.000000
1908.90;0.140884;0.175988;104.0;200.000000
1909.00;0.141308;0.176717;104.0;200.000000
1909.10;0.142195;0.177436;104.0;200.000000
1909.20;0.143730;0.178018;104.0;200.000000
1909.30;0.145820;0.178692;104.0;200.000000
1909.40;0.148010;0.179073;104.0;200.000000
1909.50;0.150278;0.179067;104.0;200.000000
1909.60;0.152780;0.179004;104.0;200.000000
1909.70;0.155215;0.178719;104.0;200.000000
1909.80;0.157302;0.178386;104.0;200.000000
1909.90;0.159034;0.178022;104.0;200.000000
1910.00;0.160732;0.177419;104.0;200.000000
1910.10;0.162173;0.176928;104.0;200.000000
1910.20;0.163308;0.176470;104.0;200.000000
1910.30;0.164362;0.175859;104.0;200.000000
1910.40;0.165070;0.175133;104.0;200.000000
1910.50;0.165699;0.174664;104.0;200.000000
1910.60;0.166066;0.174476;104.0;200.000000
1910.70;0.165980;0.174325;104.0;200.000000
1910.80;0.165474;0.174085;105.0;200.000000
1910.90;0.164609;0.173970;104.0;200.000000
1911.00;0.163461;0.173789;105.0;201.000000
1911.10;0.162349;0.173662;105.0;200.000000
1911.20;0.161458;0.173211;105.0;200.000000
1911.30;0.160657;0.172763;105.0;200.000000
1911.40;0.160186;0.172764;105.0;200.000000
1911.50;0.159685;0.172671;105.0;200.000000
1911.60;0.158852;0.172719;104.0;200.000000
1911.70;0.157717;0.173095;104.0;200.000000
1911.80;0.156394;0.173592;104.0;200.000000
1911.90;0.154910;0.174217;104.0;201.000000
1912.00;0.153651;0.175153;104.0;201.000000
1912.10;0.152593;0.176102;104.0;201.000000
1912.20;0.151789;0.176743;104.0;201.000000
1912.30;0.151126;0.177054;104.0;201.000000
1912.40;0.150365;0.177273;104.0;201.000000
1912.50;0.149485;0.177736;104.0;201.000000
1912.60;0.148356;0.177712;104.0;201.000000
1912.70;0.146829;0.177111;104.0;201.000000
1912.80;0.145153;0.176200;104.0;201.000000
1912.90;0.143510;0.175348;104.0;201.000000
1913.00;0.141857;0.174892;104.0;201.000000
1913.10;0.140231;0.174802;104.0;201.000000
1913.20;0.138828;0.174762;104.0;201.000000
1913.30;0.137926;0.174783;104.0;202.000000
1913.40;0.137293;0.174981;104.0;202.000000
1913.50;0.136997;0.175453;104.0;203.000000
1913.60;0.137290;0.176026;104.0;203.000000
1913.70;0.137634;0.176351;104.0;203.000000
1913.80;0.137920;0.176534;104.0;202.000000
1913.90;0.138412;0.176894;104.0;202.000000
1914.00;0.139163;0.177262;104.0;202.000000
1914.10;0.140139;0.177444;104.0;201.000000
1914.20;0.141169;0.177366;104.0;201.000000
1914.30;0.142550;0.177018;104.0;201.000000
1914.40;0.143853;0.176742;104.0;200.000000
1914.50;0.145178;0.176681;104.0;199.000000
1914.60;0.146636;0.176660;104.0;199.000000
1914.70;0.147844;0.176477;104.0;199.000000
1914.80;0.148844;0.175956;105.0;199.000000
1914.90;0.150042;0.175060;105.0;199.000000
1915.00;0.151045;0.174163;105.0;199.000000
1915.10;0.151916;0.173538;105.0;199.000000
1915.20;0.152429;0.173001;105.0;199.000000
1915.30;0.152785;0.172936;105.0;199.000000
1915.40;0.153008;0.173074;105.0;199.000000
1915.50;0.152938;0.173349;105.0;199.000000
1915.60;0.152430;0.174061;105.0;199.000000
1915.70;0.151721;0.175074;104.0;199.000000
1915.80;0.151067;0.176050;104.0;199.000000
1915.90;0.150117;0.176986;104.0;199.000000
1916.00;0.148903;0.177609;104.0;199.000000
1916.10;0.147953;0.177594;105.0;199.000000
1916.20;0.147429;0.177118;104.0;200.000000
1916.30;0.147251;0.176459;105.0;199.000000
1916.40;0.147192;0.175853;104.0;200.000000
1916.50;0.147100;0.175365;104.0;199.000000
1916.60;0.147096;0.175387;104.0;199.000000
1916.70;0.147265;0.175798;104.0;199.000000
1916.80;0.147508;0.176330;104.0;199.000000
1916.90;0.147786;0.176990;105.0;199.000000
1917.00;0.148091;0.177629;105.0;199.000000
1917.10;0.148545;0.177883;104.0;199.000000
1917.20;0.149281;0.177622;104.0;199.000000
1917.30;0.150284;0.176937;104.0;200.000000
1917.40;0.151192;0.176258;104.0;200.000000
1917.50;0.152053;0.175748;104.0;200.000000
1917.60;0.152827;0.175535;104.0;200.000000
1917.70;0.153113;0.175583;104.0;200.000000
1917.80;0.153227;0.175978;104.0;200.000000
1917.90;0.152877;0.176520;104.0;200.000000
1918.00;0.151975;0.177191;104.0;200.000000
1918.10;0.150689;0.177531;104.0;201.000000
1918.20;0.149424;0.177323;104.0;200.000000
1918.30;0.148419;0.176915;104.0;200.000000
1918.40;0.147895;0.176205;104.0;200.000000
1918.50;0.147850;0.175424;104.0;200.000000
1918.60;0.148159;0.174641;104.0;200.000000
1918.70;0.148805;0.174384;104.0;201.000000
1918.80;0.150010;0.174475;104.0;201.000000
1918.90;0.151557;0.174523;104.0;201.000000
1919.00;0.153174;0.174585;104.0;201.000000
1919.10;0.154910;0.174407;104.0;201.000000
1919.20;0.156509;0.173956;104.0;202.000000
1919.30;0.157886;0.173004;104.0;202.000000
1919.40;0.158814;0.172218;104.0;203.000000
1919.50;0.159070;0.171739;104.0;203.000000
1919.60;0.158988;0.171612;104.0;203.000000
1919.70;0.158820;0.171748;104.0;203.000000
1919.80;0.158783;0.172144;103.0;203.000000
1919.90;0.158789;0.172729;103.0;203.000000
1920.00;0.158851;0.173331;103.0;203.000000
1920.10;0.159026;0.174000;103.0;202.000000
1920.20;0.159191;0.174757;103.0;203.000000
1920.30;0.159063;0.175225;103.0;202.000000
1920.40;0.158582;0.175290;103.0;203.000000
1920.50;0.157990;0.174972;104.0;202.000000
1920.60;0.157453;0.174653;104.0;202.000000
1920.70;0.157065;0.174421;104.0;203.000000
1920.80;0.156937;0.174658;104.0;203.000000
1920.90;0.156745;0.175120;104.0;203.000000
1921.00;0.155863;0.175644;104.0;203.000000
1921.10;0.154430;0.175788;104.0;203.000000
1921.20;0.152692;0.175580;104.0;203.000000
1921.30;0.150879;0.175436;104.0;202.000000
1921.40;0.149318;0.175272;104.0;202.000000
1921.50;0.147906;0.175015;104.0;202.000000
1921.60;0.147019;0.174756;104.0;202.000000
1921.70;0.146566;0.174740;104.0;202.000000
1921.80;0.146481;0.175109;104.0;202.000000
1921.90;0.146641;0.175611;104.0;203.000000
1922.00;0.147041;0.176409;104.0;203.000000
1922.10;0.147548;0.177335;104.0;203.000000
1922.20;0.148267;0.178042;104.0;203.000000
1922.30;0.149458;0.178568;104.0;204.000000
1922.40;0.151383;0.178564;104.0;203.000000
1922.50;0.153679;0.178200;104.0;202.000000
1922.60;0.156040;0.177567;104.0;202.000000
1922.70;0.158421;0.176998;104.0;201.000000
1922.80;0.160292;0.176737;104.0;200.000000
1922.90;0.161197;0.176494;104.0;199.000000
1923.00;0.161517;0.176006;104.0;199.000000
1923.10;0.161461;0.175308;104.0;200.000000
1923.20;0.161305;0.174471;104.0;199.000000
1923.30;0.161079;0.174068;104.0;199.000000
1923.40;0.160702;0.174050;104.0;200.000000
1923.50;0.159806;0.173745;104.0;200.000000
1923.60;0.158454;0.173372;104.0;200.000000
1923.70;0.156666;0.173495;104.0;199.000000
1923.80;0.154561;0.174072;104.0;200.000000
1923.90;0.152205;0.174345;104.0;200.000000
1924.00;0.150234;0.174945;104.0;200.000000
1924.10;0.148809;0.175623;104.0;201.000000
1924.20;0.147929;0.175871;104.0;201.000000
1924.30;0.147920;0.175648;104.0;200.000000
1924.40;0.148807;0.175105;104.0;200.000000
1924.50;0.150116;0.174804;104.0;200.000000
1924.60;0.151769;0.174630;104.0;199.000000
1924.70;0.153766;0.174620;104.0;199.000000
1924.80;0.155828;0.174811;104.0;199.000000
1924.90;0.157661;0.175046;104.0;199.000000
1925.00;0.158976;0.175307;104.0;200.000000
1925.10;0.159728;0.175467;104.0;200.000000
1925.20;0.159829;0.175773;104.0;200.000000
1925.30;0.159428;0.175989;104.0;200.000000
1925.40;0.158458;0.176028;104.0;200.000000
1925.50;0.156830;0.176086;104.0;201.000000
1925.60;0.154693;0.176155;104.0;201.000000
1925.70;0.152240;0.176352;104.0;202.000000
1925.80;0.149355;0.176625;104.0;202.000000
1925.90;0.146653;0.177025;104.0;202.000000
1926.00;0.144422;0.177400;104.0;202.000000
1926.10;0.142562;0.177836;105.0;202.000000
1926.20;0.141088;0.177904;104.0;202.000000
1926.30;0.140127;0.177454;104.0;202.000000
1926.40;0.139799;0.176965;105.0;203.000000
1926.50;0.140094;0.176743;105.0;202.000000
1926.60;0.141093;0.176459;105.0;202.000000
1926.70;0.142490;0.176174;105.0;202.000000
1926.80;0.143994;0.176270;105.0;202.000000
1926.90;0.145676;0.176692;105.0;202.000000
1927.00;0.147246;0.177088;105.0;201.000000
1927.10;0.148324;0.176944;105.0;201.000000
1927.20;0.149062;0.176659;105.0;201.000000
1927.30;0.149599;0.176603;105.0;202.000000
1927.40;0.150251;0.176697;104.0;202.000000
1927.50;0.150904;0.177021;104.0;201.000000
1927.60;0.151377;0.177219;104.0;200.000000
1927.70;0.152046;0.177415;104.0;200.000000
1927.80;0.152977;0.177659;104.0;199.000000
1927.90;0.154112;0.177587;104.0;199.000000
1928.00;0.155461;0.176928;104.0;199.000000
1928.10;0.156677;0.175981;104.0;200.000000
1928.20;0.157617;0.175043;104.0;200.000000
1928.30;0.158505;0.174619;104.0;201.000000
1928.40;0.159259;0.174669;104.0;201.000000
1928.50;0.159488;0.175067;104.0;201.000000
1928.60;0.159122;0.175831;104.0;201.000000
1928.70;0.158349;0.176739;104.0;201.000000
1928.80;0.157100;0.177806;104.0;202.000000
1928.90;0.155512;0.178952;104.0;201.000000
1929.00;0.153644;0.179451;104.0;201.000000
1929.10;0.151854;0.179358;104.0;201.000000
1929.20;0.150188;0.179274;104.0;200.000000
1929.30;0.148428;0.179446;104.0;201.000000
1929.40;0.146780;0.179439;104.0;201.000000
1929.50;0.145301;0.179206;104.0;201.000000
1929.60;0.143963;0.179044;104.0;202.000000
1929.70;0.142811;0.179214;104.0;202.000000
1929.80;0.142092;0.179345;104.0;202.000000
1929.90;0.142022;0.179165;104.0;202.000000
1930.00;0.142321;0.178707;104.0;202.000000
1930.10;0.142810;0.177977;104.0;202.000000
1930.20;0.143490;0.177097;104.0;202.000000
1930.30;0.144234;0.176461;104.0;202.000000
1930.40;0.145111;0.176175;104.0;202.000000
1930.50;0.146130;0.176150;104.0;202.000000
1930.60;0.146667;0.176515;104.0;201.000000
1930.70;0.146629;0.177152;104.0;201.000000
1930.80;0.146233;0.177943;104.0;201.000000
1930.90;0.145654;0.178894;104.0;201.000000
1931.00;0.145083;0.179768;104.0;200.000000
1931.10;0.144621;0.180096;104.0;201.000000
1931.20;0.144342;0.179765;103.0;201.000000
1931.30;0.144302;0.178961;103.0;201.000000
1931.40;0.144385;0.178324;103.0;201.000000
1931.50;0.144721;0.177651;103.0;201.000000
1931.60;0.145391;0.177041;103.0;201.000000
1931.70;0.146156;0.176112;103.0;200.000000
1931.80;0.147085;0.175056;104.0;200.000000
1931.90;0.148471;0.174054;103.0;200.000000
1932.00;0.150059;0.173159;103.0;200.000000
1932.10;0.151798;0.172648;103.0;200.000000
1932.20;0.153690;0.172581;103.0;201.000000
1932.30;0.155735;0.173107;103.0;201.000000
1932.40;0.157833;0.173872;103.0;201.000000
1932.50;0.159497;0.174769;103.0;201.000000
1932.60;0.160658;0.175785;104.0;201.000000
1932.70;0.161130;0.176708;104.0;201.000000
1932.80;0.160854;0.177243;104.0;201.000000
1932.90;0.159933;0.177415;104.0;201.000000
1933.00;0.158232;0.177542;104.0;201.000000
1933.10;0.156160;0.177378;104.0;201.000000
1933.20;0.153969;0.177124;104.0;200.000000
1933.30;0.151540;0.176403;104.0;200.000000
1933.40;0.148755;0.175078;104.0;200.000000
1933.50;0.145982;0.173671;104.0;201.000000
1933.60;0.143415;0.172615;104.0;201.000000
1933.70;0.141367;0.171954;104.0;201.000000
1933.80;0.139946;0.172035;104.0;201.000000
1933.90;0.139363;0.172590;104.0;202.000000
1934.00;0.139691;0.173735;104.0;202.000000
1934.10;0.140432;0.175269;104.0;202.000000
1934.20;0.141674;0.176581;104.0;201.000000
1934.30;0.142964;0.177244;104.0;201.000000
1934.40;0.144489;0.177494;105.0;201.000000
1934.50;0.146265;0.177313;105.0;201.000000
1934.60;0.147879;0.176791;105.0;201.000000
1934.70;0.149019;0.176316;105.0;201.000000
1934.80;0.149598;0.176064;105.0;200.000000
1934.90;0.150039;0.175801;105.0;200.000000
1935.00;0.150330;0.175834;104.0;200.000000
1935.10;0.150510;0.176031;104.0;200.000000
1935.20;0.150176;0.176490;104.0;200.000000
1935.30;0.149310;0.177193;104.0;200.000000
1935.40;0.148171;0.177910;104.0;201.000000
1935.50;0.146903;0.178396;104.0;200.000000
1935.60;0.145911;0.178555;104.0;200.000000
1935.70;0.145350;0.178523;104.0;200.000000
1935.80;0.145080;0.178313;104.0;200.000000
1935.90;0.145228;0.177843;104.0;199.000000
1936.00;0.145812;0.177265;104.0;199.000000
1936.10;0.146413;0.176747;104.0;199.000000
1936.20;0.147280;0.176205;104.0;199.000000
1936.30;0.148260;0.176038;104.0;199.000000
1936.40;0.149130;0.176774;104.0;200.000000
1936.50;0.150060;0.177883;104.0;200.000000
1936.60;0.151316;0.178885;104.0;200.000000
1936.70;0.152665;0.179463;104.0;200.000000
1936.80;0.153781;0.180111;104.0;200.000000
1936.90;0.154973;0.180753;104.0;200.000000
1937.00;0.156203;0.180995;105.0;200.000000
1937.10;0.157242;0.180923;104.0;200.000000
1937.20;0.157976;0.180529;104.0;201.000000
1937.30;0.158240;0.180038;104.0;201.000000
1937.40;0.157891;0.179658;104.0;201.000000
1937.50;0.157115;0.179463;104.0;202.000000
1937.60;0.155981;0.179511;104.0;202.000000
1937.70;0.154745;0.179835;104.0;202.000000
1937.80;0.153584;0.180150;104.0;202.000000
1937.90;0.152418;0.180335;104.0;202.000000
1938.00;0.151317;0.180294;104.0;202.000000
1938.10;0.150722;0.180022;104.0;202.000000
1938.20;0.150817;0.179457;104.0;201.000000
1938.30;0.151580;0.178875;104.0;201.000000
1938.40;0.152888;0.178332;104.0;201.000000
1938.50;0.154680;0.177968;104.0;200.000000
1938.60;0.156680;0.177927;104.0;200.000000
1938.70;0.158225;0.178033;104.0;199.000000
1938.80;0.158744;0.178166;104.0;200.000000
1938.90;0.158335;0.178480;103.0;200.000000
1939.00;0.157064;0.179122;104.0;200.000000
1939.10;0.155587;0.179559;104.0;200.000000
1939.20;0.154155;0.179400;104.0;199.000000
1939.30;0.152859;0.178584;104.0;199.000000
1939.40;0.151828;0.177683;104.0;199.000000
1939.50;0.151118;0.176986;104.0;200.000000
1939.60;0.150437;0.176437;104.0;200.000000
1939.70;0.149894;0.176560;104.0;200.000000
1939.80;0.149691;0.177320;104.0;200.000000
1939.90;0.149508;0.178243;104.0;200.000000
1940.00;0.149445;0.178854;104.0;201.000000
1940.10;0.149429;0.178889;104.0;201.000000
1940.20;0.149387;0.178699;104.0;201.000000
1940.30;0.149429;0.178573;104.0;201.000000
1940.40;0.149392;0.178188;104.0;201.000000
1940.50;0.149361;0.177777;104.0;201.000000
1940.60;0.149240;0.177229;105.0;201.000000
1940.70;0.149087;0.176501;105.0;201.000000
1940.80;0.149022;0.175887;105.0;201.000000
1940.90;0.149103;0.175483;104.0;201.000000
1941.00;0.149636;0.175382;104.0;202.000000
1941.10;0.150579;0.175484;105.0;202.000000
1941.20;0.151626;0.175332;105.0;202.000000
1941.30;0.152390;0.175104;105.0;202.000000
1941.40;0.152822;0.175194;104.0;202.000000
1941.50;0.153129;0.175787;104.0;202.000000
1941.60;0.153203;0.176574;104.0;202.000000
1941.70;0.152928;0.176890;104.0;202.000000
1941.80;0.152336;0.176953;103.0;203.000000
1941.90;0.151648;0.176970;103.0;203.000000
1942.00;0.150766;0.177141;103.0;203.000000
1942.10;0.149621;0.177310;104.0;203.000000
1942.20;0.148417;0.177918;104.0;202.000000
1942.30;0.147185;0.178946;104.0;202.000000
1942.40;0.145897;0.180123;104.0;202.000000
1942.50;0.144674;0.181127;104.0;202.000000
1942.60;0.143831;0.181682;104.0;202.000000
1942.70;0.143335;0.181795;104.0;203.000000
1942.80;0.142884;0.181510;104.0;203.000000
1942.90;0.142655;0.181064;104.0;203.000000
1943.00;0.142292;0.180346;104.0;203.000000
1943.10;0.141696;0.179481;104.0;203.000000
1943.20;0.141164;0.178906;104.0;202.000000
1943.30;0.140687;0.178344;104.0;202.000000
1943.40;0.140314;0.177859;104.0;202.000000
1943.50;0.140031;0.177447;104.0;202.000000
1943.60;0.139847;0.177428;104.0;202.000000
1943.70;0.139640;0.177795;104.0;202.000000
1943.80;0.139505;0.178196;104.0;202.000000
1943.90;0.139376;0.178058;104.0;202.000000
1944.00;0.139189;0.177546;104.0;202.000000
1944.10;0.138855;0.176687;104.0;202.000000
1944.20;0.138538;0.176038;104.0;202.000000
1944.30;0.138467;0.175866;104.0;202.000000
1944.40;0.138440;0.176360;104.0;201.000000
1944.50;0.138772;0.177297;104.0;201.000000
1944.60;0.139314;0.178211;104.0;201.000000
1944.70;0.140073;0.178683;104.0;201.000000
1944.80;0.140488;0.178719;104.0;201.000000
1944.90;0.140625;0.178444;105.0;201.000000
1945.00;0.140798;0.177990;105.0;201.000000
1945.10;0.141040;0.177240;105.0;201.000000
1945.20;0.141062;0.176418;104.0;202.000000
1945.30;0.140835;0.175533;104.0;202.000000
1945.40;0.140359;0.174730;104.0;202.000000
1945.50;0.139916;0.174201;104.0;202.000000
1945.60;0.139729;0.174083;104.0;202.000000
1945.70;0.139923;0.174185;104.0;202.000000
1945.80;0.140751;0.174695;104.0;202.000000
1945.90;0.141960;0.175404;104.0;202.000000
1946.00;0.143393;0.175975;104.0;202.000000
1946.10;0.144976;0.176151;104.0;202.000000
1946.20;0.146241;0.175662;104.0;202.000000
1946.30;0.147068;0.174973;104.0;202.000000
1946.40;0.147375;0.174402;104.0;202.000000
1946.50;0.147460;0.173865;104.0;202.000000
1946.60;0.147444;0.173345;104.0;202.000000
1946.70;0.147344;0.173122;104.0;202.000000
1946.80;0.147215;0.173680;103.0;202.000000
1946.90;0.147215;0.174742;103.0;202.000000
1947.00;0.147288;0.175919;103.0;201.000000
1947.10;0.147412;0.176823;104.0;201.000000
1947.20;0.147467;0.177440;104.0;201.000000
1947.30;0.147162;0.177532;104.0;201.000000
1947.40;0.146598;0.177033;104.0;201.000000
1947.50;0.145978;0.176040;104.0;202.000000
1947.60;0.145734;0.174737;104.0;202.000000
1947.70;0.145967;0.173469;104.0;202.000000
1947.80;0.146432;0.172557;104.0;201.000000
1947.90;0.147313;0.171833;104.0;201.000000
1948.00;0.148433;0.171465;104.0;201.000000
1948.10;0.149343;0.171396;104.0;200.000000
1948.20;0.150192;0.171597;104.0;200.000000
1948.30;0.150659;0.171909;104.0;200.000000
1948.40;0.150671;0.172099;105.0;200.000000
1948.50;0.149942;0.172211;105.0;200.000000
1948.60;0.148720;0.172136;105.0;200.000000
1948.70;0.147061;0.172122;105.0;200.000000
1948.80;0.145466;0.172114;105.0;200.000000
1948.90;0.144035;0.172274;104.0;200.000000
1949.00;0.142745;0.172578;104.0;200.000000
1949.10;0.141757;0.173032;104.0;200.000000
1949.20;0.140996;0.173539;104.0;201.000000
1949.30;0.140601;0.173944;104.0;201.000000
1949.40;0.140816;0.174443;104.0;201.000000
1949.50;0.141533;0.175000;104.0;202.000000
1949.60;0.142415;0.175567;104.0;202.000000
1949.70;0.143142;0.175695;104.0;202.000000
1949.80;0.143622;0.175509;104.0;203.000000
1949.90;0.143974;0.175310;104.0;203.000000
1950.00;0.144165;0.175379;104.0;204.000000
1950.10;0.144359;0.175974;104.0;204.000000
1950.20;0.144817;0.176912;104.0;204.000000
1950.30;0.145856;0.177780;104.0;204.000000
1950.40;0.147201;0.178364;104.0;204.000000
1950.50;0.148611;0.178527;104.0;203.000000
1950.60;0.150247;0.178310;104.0;203.000000
1950.70;0.151628;0.177704;104.0;203.000000
1950.80;0.152629;0.176512;104.0;202.000000
1950.90;0.153060;0.175327;104.0;202.000000
1951.00;0.153170;0.174056;104.0;202.000000
1951.10;0.152964;0.172789;104.0;202.000000
1951.20;0.152606;0.171837;104.0;202.000000
1951.30;0.152009;0.171182;104.0;202.000000
1951.40;0.151183;0.170483;104.0;202.000000
1951.50;0.150421;0.169860;104.0;202.000000
1951.60;0.149843;0.169621;104.0;202.000000
1951.70;0.149290;0.169604;104.0;202.000000
1951.80;0.148900;0.170013;104.0;202.000000
1951.90;0.148661;0.170198;104.0;202.000000
1952.00;0.148676;0.170071;104.0;202.000000
1952.10;0.148926;0.170283;104.0;202.000000
1952.20;0.149413;0.170373;104.0;202.000000
1952.30;0.149968;0.170452;104.0;202.000000
1952.40;0.150644;0.170942;104.0;202.000000
1952.50;0.151238;0.171610;104.0;202.000000
1952.60;0.151969;0.172533;104.0;202.000000
1952.70;0.152549;0.173414;104.0;202.000000
1952.80;0.152779;0.173913;104.0;202.000000
1952.90;0.152524;0.173961;104.0;202.000000
1953.00;0.151717;0.173950;104.0;202.000000
1953.10;0.150577;0.173906;104.0;202.000000
1953.20;0.149315;0.173659;104.0;202.000000
1953.30;0.147818;0.173640;104.0;203.000000
1953.40;0.146132;0.173991;104.0;203.000000
1953.50;0.144410;0.174382;104.0;203.000000
1953.60;0.142804;0.174734;104.0;204.000000
1953.70;0.141657;0.175133;104.0;204.000000
1953.80;0.141084;0.175489;104.0;203.000000
1953.90;0.140828;0.175568;104.0;203.000000
1954.00;0.140871;0.175390;104.0;202.000000
1954.10;0.141229;0.174949;104.0;203.000000
1954.20;0.142028;0.174321;104.0;203.000000
1954.30;0.143656;0.173732;104.0;203.000000
1954.40;0.146190;0.173604;104.0;203.000000
1954.50;0.149550;0.174047;104.0;203.000000
1954.60;0.153365;0.174812;104.0;203.000000
1954.70;0.157015;0.175601;104.0;203.000000
1954.80;0.160325;0.176140;104.0;202.000000
1954.90;0.162930;0.176379;105.0;202.000000
1955.00;0.164676;0.176377;104.0;201.000000
1955.10;0.165471;0.176422;104.0;202.000000
1955.20;0.165461;0.176417;104.0;202.000000
1955.30;0.164789;0.176503;104.0;202.000000
1955.40;0.163517;0.176530;104.0;202.000000
1955.50;0.162242;0.176296;104.0;202.000000
1955.60;0.161152;0.175664;104.0;202.000000
1955.70;0.159962;0.174697;104.0;202.000000
1955.80;0.158693;0.173694;104.0;202.000000
1955.90;0.157521;0.173188;104.0;201.000000
1956.00;0.156458;0.173351;104.0;201.000000
1956.10;0.155405;0.173766;104.0;200.000000
1956.20;0.154410;0.174317;105.0;200.000000
1956.30;0.154001;0.175088;105.0;201.000000
1956.40;0.154447;0.175865;104.0;201.000000
1956.50;0.155811;0.176337;104.0;201.000000
1956.60;0.157866;0.176714;104.0;202.000000
1956.70;0.160197;0.176846;104.0;202.000000
1956.80;0.162594;0.176403;104.0;202.000000
1956.90;0.164780;0.175788;104.0;202.000000
1957.00;0.166522;0.175545;103.0;202.000000
1957.10;0.167801;0.175637;103.0;202.000000
1957.20;0.168703;0.175984;104.0;202.000000
1957.30;0.169405;0.176264;104.0;202.000000
1957.40;0.169999;0.176699;104.0;201.000000
1957.50;0.170256;0.177296;104.0;202.000000
1957.60;0.170220;0.177853;104.0;202.000000
1957.70;0.169780;0.178051;104.0;202.000000
1957.80;0.168973;0.178075;104.0;202.000000
1957.90;0.168157;0.178039;104.0;202.000000
1958.00;0.167240;0.177950;104.0;201.000000
1958.10;0.166313;0.178198;104.0;201.000000
1958.20;0.165416;0.178489;104.0;201.000000
1958.30;0.164682;0.178561;104.0;201.000000
1958.40;0.163704;0.178424;104.0;201.000000
1958.50;0.162405;0.178149;104.0;201.000000
1958.60;0.160877;0.177708;104.0;200.000000
1958.70;0.158699;0.177250;104.0;201.000000
1958.80;0.155823;0.176782;104.0;201.000000
1958.90;0.152475;0.176262;104.0;202.000000
1959.00;0.148921;0.175787;105.0;202.000000
1959.10;0.145636;0.175588;105.0;203.000000
1959.20;0.143106;0.175506;105.0;203.000000
1959.30;0.141200;0.175535;105.0;203.000000
1959.40;0.139716;0.175420;104.0;202.000000
1959.50;0.138804;0.175328;104.0;202.000000
1959.60;0.138590;0.175392;104.0;202.000000
1959.70;0.138885;0.175380;104.0;202.000000
1959.80;0.139538;0.175295;104.0;202.000000
1959.90;0.140654;0.175115;104.0;202.000000
1960.00;0.141994;0.175024;105.0;201.000000
1960.10;0.143098;0.174986;105.0;202.000000
1960.20;0.143932;0.175034;105.0;202.000000
1960.30;0.144723;0.175129;104.0;202.000000
1960.40;0.145630;0.175164;104.0;202.000000
1960.50;0.146654;0.175141;104.0;203.000000
1960.60;0.147585;0.174857;104.0;203.000000
1960.70;0.148371;0.174745;104.0;203.000000
1960.80;0.149214;0.174760;104.0;203.000000
1960.90;0.150003;0.175116;104.0;203.000000
1961.00;0.150506;0.175543;104.0;203.000000
1961.10;0.150577;0.175975;104.0;204.000000
1961.20;0.150394;0.176100;104.0;204.000000
1961.30;0.150338;0.175964;104.0;204.000000
1961.40;0.150316;0.175588;104.0;204.000000
1961.50;0.150174;0.174996;104.0;203.000000
1961.60;0.150033;0.174410;104.0;203.000000
